valence,energy,release_date,popularity
0.67,0.905,0.943548,0.12
0.538,0.861,0.951613,0.17
0.725,0.934,0.846774,0.09
0.491,0.909,0.943548,0.27
0.466,0.842,0.66129,0.29
0.653,0.876,0.927419,0.2
0.658,0.566,0.83871,0.13
0.503,0.849,0.943548,0.14
0.13,0.257,0.943548,0.55
0.655,0.863,0.814516,0.25
0.304,0.058,0.830645,0.65
0.381,0.97,0.959677,0.49
0.222,0.872,0.846774,0.51
0.372,0.855,0.935484,0.12
0.588,0.523,0.943548,0.24
0.261,0.793,0.919355,0.49
0.192,0.924,0.879032,0.3
0.819,0.42,0.83871,0.49
0.664,0.791,0.862903,0.35
0.222,0.72,0.596774,0.42
0.91,0.724,0.927419,0.46
0.521,0.708,0.75,0.27
0.353,0.663,0.927419,0.35
0.703,0.754,0.604839,0.24
0.841,0.87,0.677419,0.16
0.072,0.053,0.927419,0.51
0.201,0.945,0.709677,0.23
0.075,0.808,0.83871,0.19
0.833,0.547,0.951613,0.25
0.865,0.721,0.903226,0.22
0.333,0.977,0.798387,0.35
0.42,0.863,0.870968,0.46
0.785,0.723,0.959677,0.55
0.619,0.578,0.669355,0.24
0.616,0.845,0.629032,0.36
0.272,0.748,0.951613,0.46
0.293,0.803,0.887097,0.18
0.662,0.816,0.895161,0.24
0.547,0.407,0.959677,0.59
0.372,0.496,0.862903,0.23
0.861,0.435,0.758065,0.31
0.685,0.798,0.814516,0.06
0.607,0.945,0.862903,0.13
0.442,0.858,0.927419,0.3
0.139,0.324,0.951613,0.61
0.966,0.56,0.717742,0.16
0.397,0.782,0.766129,0.33
0.335,0.896,0.870968,0.05
0.577,0.713,0.596774,0.64
0.954,0.841,0.935484,0.53
0.478,0.92,0.959677,0.28
0.349,0.964,0.943548,0.25
0.674,0.902,0.951613,0.42
0.359,0.694,0.814516,0.5
0.608,0.331,0.556452,0.51
0.305,0.274,0.927419,0.16
0.333,0.681,0.830645,0.31
0.539,0.82,0.564516,0.23
0.171,0.581,0.895161,0.32
0.466,0.54,0.887097,0.09
0.415,0.935,0.83871,0.41
0.097,0.688,0.854839,0.28
0.845,0.834,0.83871,0.33
0.042,0.278,0.895161,0.4
0.895,0.773,0.862903,0.68
0.961,0.824,0.693548,0.57
0.113,0.479,0.870968,0.49
0.779,0.79,0.854839,0.18
0.73,0.412,0.887097,0.3
0.26,0.942,0.870968,0.33
0.753,0.796,0.951613,0.27
0.464,0.845,0.887097,0.38
0.11,0.958,0.83871,0.35
0.594,0.883,0.774194,0.22
0.217,0.193,0.887097,0.17
0.533,0.595,0.927419,0
0.899,0.577,0.806452,0.53
0.367,0.81,0.798387,0.28
0.913,0.849,0.919355,0.38
0.268,0.974,0.846774,0.59
0.639,0.65,0.943548,0.35
0.627,0.769,0.959677,0.44
0.325,0.534,0.741935,0.72
0.29,0.975,0.846774,0.29
0.536,0.809,0.91129,0.28
0.13,0.324,0.967742,0.4
0.129,0.973,0.919355,0.28
0.837,0.866,0.846774,0.35
0.573,0.79,0.951613,0.52
0.093,0.19,0.879032,0.05
0.452,0.996,0.741935,0.33
0.292,0.882,0.919355,0.33
0.509,0.899,0.919355,0.34
0.617,0.397,0.580645,0.65
0.241,0.597,0.870968,0.29
0.31,0.219,0.919355,0.44
0.7,0.426,0.556452,0.49
0.593,0.894,0.951613,0.23
0.256,0.859,0.822581,0.22
0.369,0.491,0.919355,0.28
0.83,0.747,0.709677,0.41
0.413,0.539,0.596774,0.37
0.505,0.704,0.959677,0.24
0.714,0.69,0.887097,0.35
0.302,0.789,0.951613,0.31
0.388,0.64,0.766129,0.41
0.7,0.775,0.58871,0.29
0.606,0.834,0.91129,0.45
0.425,0.506,0.556452,0.18
0.349,0.765,0.879032,0.51
0.473,0.863,0.943548,0.29
0.815,0.444,0.927419,0.21
0.338,0.593,0.903226,0.4
0.381,0.759,0.814516,0.46
0.494,0.734,0.943548,0.71
0.6,0.907,0.927419,0.47
0.308,0.41,0.919355,0.43
0.176,0.254,0.919355,0.25
0.41,0.888,0.951613,0.41
0.454,0.981,0.919355,0.36
0.58,0.795,0.951613,0.43
0.637,0.255,0.58871,0.25
0.196,0.596,0.903226,0.42
0.6,0.933,0.959677,0.37
0.581,0.915,0.951613,0.56
0.935,0.741,0.927419,0.49
0.621,0.573,0.604839,0.47
0.464,0.942,0.959677,0.25
0.173,0.536,0.951613,0.16
0.441,0.892,0.935484,0.28
0.587,0.293,0.516129,0.01
0.282,0.874,0.943548,0.37
0.773,0.731,0.879032,0.11
0.964,0.623,0.854839,0.27
0.333,0.929,0.846774,0.16
0.548,0.402,0.951613,0.41
0.567,0.402,0.959677,0.14
0.52,0.372,0.967742,0.47
0.685,0.877,0.887097,0.4
0.508,0.637,0.935484,0.13
0.281,0.317,0.887097,0.21
0.561,0.865,0.903226,0.25
0.343,0.931,0.959677,0.33
0.786,0.811,0.943548,0.38
0.602,0.948,0.653226,0.41
0.501,0.626,0.951613,0.3
0.344,0.953,0.91129,0.35
0.355,0.437,0.645161,0.38
0.78,0.304,0.879032,0.35
0.612,0.765,0.959677,0.2
0.203,0.675,0.895161,0.13
0.604,0.949,0.927419,0.51
0.235,0.654,0.879032,0.16
0.677,0.596,0.653226,0.11
0.889,0.841,0.669355,0.21
0.579,0.54,0.870968,0.54
0.795,0.787,0.717742,0.37
0.752,0.812,0.91129,0.56
0.239,0.94,0.919355,0.4
0.294,0.471,0.91129,0.29
0.193,0.39,0.677419,0.46
0.326,0.735,0.862903,0.4
0.145,0.941,0.846774,0.38
0.574,0.691,0.887097,0.23
0.964,0.664,0.725806,0.14
0.039,0.963,0.814516,0.08
0.501,0.691,0.741935,0.33
0.204,0.257,0.766129,0.28
0.609,0.707,0.653226,0.39
0.696,0.76,0.879032,0.64
0.785,0.731,0.862903,0.37
0.281,0.553,0.959677,0.19
0.423,0.552,0.959677,0.38
0.655,0.807,0.548387,0.27
0.424,0.529,0.596774,0.31
0.263,0.453,0.782258,0.23
0.321,0.878,0.879032,0.08
0.594,0.759,0.895161,0.36
0.862,0.852,0.645161,0.19
0.717,0.753,0.951613,0.31
0.335,0.957,0.846774,0.36
0.537,0.653,0.854839,0.19
0.265,0.626,0.959677,0.16
0.106,0.29,0.91129,0.39
0.573,0.937,0.959677,0.48
0.191,0.94,0.887097,0.18
0.088,0.406,0.959677,0.17
0.568,0.946,0.830645,0.43
0.368,0.219,0.951613,0.58
0.267,0.671,0.766129,0.63
0.242,0.981,0.919355,0.45
0.2,0.65,0.798387,0.09
0.038,0.073,0.943548,0.47
0.366,0.302,0.935484,0.35
0.293,0.719,0.959677,0.28
0.288,0.361,0.862903,0.72
0.462,0.778,0.919355,0.23
0.821,0.987,0.637097,0.38
0.178,0.667,0.951613,0.5
0.738,0.416,0.774194,0.49
0.119,0.485,0.935484,0.4
0.81,0.819,0.959677,0.22
0.721,0.907,0.959677,0.2
0.93,0.801,0.508065,0.59
0.965,0.558,0.548387,0.68
0.074,0.932,0.782258,0.3
0.673,0.808,0.943548,0.44
0.463,0.573,0.959677,0.53
0.261,0.964,0.701613,0.37
0.294,0.805,0.637097,0.2
0.701,0.142,0.846774,0
0.129,0.907,0.903226,0.08
0.502,0.824,0.895161,0.31
0.181,0.926,0.927419,0.11
0.662,0.654,0.959677,0.31
0.275,0.384,0.540323,0.42
0.794,0.873,0.935484,0.29
0.909,0.956,0.959677,0.1
0.143,0.579,0.943548,0.3
0.838,0.905,0.951613,0.32
0.194,0.727,0.91129,0.26
0.86,0.885,0.870968,0.3
0.181,0.233,0.927419,0.49
0.962,0.933,0.814516,0.22
0.279,0.594,0.895161,0.14
0.089,0.294,0.758065,0.37
0.346,0.584,0.951613,0.29
0.176,0.832,0.854839,0.22
0.04,0.677,0.604839,0.2
0.088,0.608,0.927419,0.58
0.624,0.941,0.935484,0.37
0.657,0.817,0.806452,0.36
0.581,0.561,0.564516,0.19
0.189,0.947,0.862903,0.29
0.573,0.973,0.822581,0.34
0.21,0.785,0.927419,0.22
0.426,0.516,0.967742,0.23
0.778,0.948,0.862903,0.55
0.121,0.974,0.943548,0.32
0.234,0.402,0.846774,0.17
0.966,0.56,0.637097,0.16
0.101,0.342,0.798387,0.53
0.609,0.632,0.943548,0.14
0.826,0.467,0.951613,0.59
0.31,0.955,0.935484,0.31
0.843,0.716,0.540323,0.23
0.397,0.87,0.919355,0.38
0.083,0.831,0.846774,0.04
0.192,0.616,0.951613,0.38
0.338,0.885,0.935484,0.41
0.912,0.838,0.919355,0.17
0.314,0.312,0.572581,0.19
0.796,0.665,0.564516,0.41
0.28,0.702,0.951613,0.43
0.725,0.759,0.935484,0.42
0.788,0.643,0.91129,0.13
0.396,0.424,0.959677,0.3
0.044,0.92,0.822581,0.32
0.254,0.116,0.959677,0.58
0.723,0.951,0.83871,0.55
0.723,0.735,0.895161,0.26
0.544,0.618,0.967742,0.52
0.147,0.451,0.967742,0.42
0.355,0.986,0.895161,0.31
0.945,0.826,0.645161,0.74
0.723,0.821,0.653226,0.42
0.207,0.261,0.645161,0.46
0.474,0.206,0.830645,0.36
0.28,0.829,0.725806,0.09
0.563,0.752,0.895161,0.25
0.768,0.914,0.951613,0.35
0.462,0.949,0.774194,0.15
0.09,0.023,0.741935,0.29
0.497,0.904,0.91129,0.45
0.115,0.235,0.951613,0.45
0.237,0.558,0.959677,0.47
0.115,0.724,0.943548,0.1
0.302,0.891,0.854839,0.39
0.208,0.907,0.774194,0.21
0.406,0.485,0.943548,0.41
0.626,0.872,0.951613,0.47
0.791,0.494,0.766129,0.47
0.539,0.67,0.774194,0.48
0.431,0.944,0.725806,0.39
0.522,0.662,0.782258,0.49
0.525,0.403,0.83871,0.04
0.042,0.865,0.951613,0.29
0.243,0.948,0.870968,0.18
0.468,0.559,0.870968,0.42
0.629,0.322,0.532258,0.59
0.04,0.142,0.919355,0.25
0.493,0.863,0.895161,0.47
0.594,0.75,0.862903,0.41
0.674,0.723,0.604839,0.48
0.472,0.966,0.854839,0.37
0.374,0.795,0.854839,0.33
0.751,0.829,0.943548,0.34
0.345,0.612,0.854839,0.5
0.072,0.996,0.959677,0.35
0.883,0.951,0.879032,0.36
0.44,0.823,0.830645,0.2
0.931,0.881,0.895161,0.29
0.498,0.974,0.943548,0.44
0.338,0.958,0.919355,0.18
0.713,0.636,0.959677,0.39
0.064,0.006,0.854839,0.04
0.471,0.825,0.887097,0.26
0.197,0.917,0.854839,0.36
0.164,0.33,0.967742,0.29
0.391,0.413,0.887097,0.47
0.362,0.558,0.903226,0.36
0.546,0.306,0.83871,0.5
0.107,0.371,0.943548,0.54
0.316,0.496,0.951613,0.49
0.815,0.83,0.951613,0.29
0.079,0.277,0.959677,0.21
0.135,0.474,0.653226,0.2
0.863,0.543,0.935484,0.32
0.955,0.942,0.903226,0.23
0.343,0.748,0.903226,0.42
0.127,0.485,0.612903,0.53
0.924,0.732,0.798387,0.15
0.677,0.381,0.830645,0.55
0.775,0.526,0.653226,0.29
0.339,0.65,0.653226,0.48
0.469,0.807,0.927419,0.17
0.828,0.478,0.645161,0.61
0.333,0.744,0.66129,0.29
0.413,0.856,0.935484,0.36
0.107,0.676,0.862903,0.07
0.867,0.376,0.725806,0.41
0.318,0.961,0.830645,0.21
0.235,0.433,0.943548,0.63
0.586,0.914,0.830645,0.52
0.896,0.911,0.919355,0.38
0.17,0.942,0.943548,0.31
0.18,0.885,0.91129,0.17
0.147,0.672,0.951613,0.13
0.829,0.91,0.935484,0.48
0.047,0.993,0.959677,0.38
0.596,0.592,0.951613,0.19
0.698,0.1,0.459677,0.29
0.16,0.612,0.870968,0.51
0.243,0.522,0.766129,0.56
0.346,0.296,0.903226,0.39
0.407,0.913,0.717742,0.29
0.369,0.775,0.943548,0.21
0.451,0.944,0.967742,0.28
0.319,0.835,0.951613,0.32
0.344,0.992,0.943548,0.61
0.861,0.922,0.903226,0.19
0.254,0.271,0.879032,0.36
0.434,0.509,0.959677,0.47
0.366,0.712,0.677419,0.19
0.395,0.477,0.959677,0.5
0.458,0.889,0.887097,0.22
0.051,0.435,0.943548,0.46
0.964,0.732,0.967742,0.19
0.07,0.772,0.951613,0.19
0.045,0.344,0.935484,0.46
0.404,0.792,0.91129,0.46
0.06,0.118,0.91129,0.25
0.505,0.621,0.887097,0.42
0.76,0.505,0.943548,0.46
0.629,0.796,0.83871,0.54
0.572,0.986,0.927419,0.29
0.178,0.691,0.870968,0.43
0.366,0.692,0.830645,0.24
0.814,0.832,0.798387,0.59
0.574,0.802,0.854839,0.17
0.703,0.562,0.903226,0.15
0.685,0.812,0.669355,0.68
0.844,0.933,0.806452,0.27
0.642,0.872,0.943548,0.31
0.398,0.411,0.927419,0.26
0.232,0.864,0.887097,0.11
0.774,0.711,0.959677,0.71
0.844,0.93,0.653226,0.34
0.29,0.99,0.935484,0.36
0.589,0.846,0.782258,0.33
0.198,0.911,0.943548,0.3
0.633,0.962,0.66129,0.34
0.65,0.949,0.846774,0.5
0.045,0.946,0.822581,0.26
0.273,0.774,0.895161,0.26
0.283,0.767,0.943548,0.22
0.458,0.94,0.846774,0.4
0.132,0.949,0.91129,0.36
0.328,0.373,0.919355,0.15
0.275,0.626,0.758065,0.06
0.487,0.621,0.927419,0.57
0.708,0.917,0.927419,0.32
0.626,0.837,0.943548,0.26
0.344,0.375,0.935484,0.27
0.619,0.707,0.846774,0.49
0.657,0.767,0.758065,0.24
0.227,0.27,0.645161,0.46
0.432,0.958,0.935484,0.32
0.032,0.429,0.927419,0.2
0.643,0.45,0.887097,0.42
0.736,0.82,0.919355,0.42
0.676,0.494,0.830645,0.32
0.54,0.507,0.959677,0.44
0.961,0.644,0.879032,0.25
0.244,0.356,0.879032,0.42
0.097,0.933,0.798387,0.46
0.707,0.214,0.677419,0.25
0.962,0.637,0.58871,0.32
0.152,0.064,0.814516,0.27
0.386,0.742,0.959677,0.72
0.17,0.486,0.935484,0.54
0.83,0.727,0.959677,0.25
0.726,0.868,0.927419,0.06
0.118,0.446,0.951613,0.52
0.628,0.89,0.774194,0.33
0.496,0.679,0.862903,0.46
0.441,0.623,0.91129,0.41
0.68,0.526,0.798387,0.3
0.379,0.735,0.927419,0.38
0.279,0.271,0.951613,0.57
0.343,0.639,0.854839,0.31
0.039,0.218,0.959677,0.24
0.429,0.558,0.927419,0.43
0.312,0.808,0.733871,0.41
0.708,0.841,0.629032,0.18
0.612,0.959,0.870968,0.38
0.097,0.561,0.862903,0.17
0.392,0.886,0.830645,0.34
0.478,0.545,0.620968,0.36
0.483,0.41,0.903226,0.23
0.656,0.742,0.951613,0.39
0.477,0.882,0.959677,0.5
0.453,0.859,0.758065,0.22
0.539,0.681,0.943548,0.36
0.855,0.611,0.822581,0.1
0.163,0.064,0.959677,0.39
0.534,0.972,0.862903,0.26
0.694,0.418,0.532258,0.77
0.497,0.656,0.959677,0.47
0.311,0.973,0.959677,0.18
0.672,0.817,0.822581,0.28
0.675,0.889,0.943548,0.36
0.255,0.304,0.927419,0.3
0.375,0.978,0.943548,0.36
0.697,0.885,0.959677,0.35
0.309,0.851,0.935484,0.65
0.331,0.757,0.887097,0.44
0.7,0.604,0.943548,0.48
0.318,0.934,0.862903,0.34
0.081,0.449,0.758065,0.21
0.817,0.572,0.822581,0.44
0.806,0.925,0.532258,0.13
0.719,0.64,0.951613,0.27
0.503,0.945,0.919355,0.16
0.178,0.599,0.927419,0.55
0.807,0.761,0.862903,0.38
0.263,0.804,0.733871,0.38
0.474,0.722,0.951613,0.39
0.539,0.837,0.75,0.12
0.927,0.872,0.709677,0.46
0.186,0.94,0.927419,0.14
0.868,0.718,0.758065,0.43
0.449,0.741,0.903226,0.17
0.34,0.937,0.903226,0.28
0.713,0.377,0.241935,0.43
0.659,0.699,0.903226,0.37
0.629,0.635,0.701613,0.42
0.244,0.286,0.741935,0.27
0.365,0.597,0.725806,0.12
0.937,0.897,0.927419,0.42
0.486,0.136,0.306452,0.28
0.078,0.404,0.862903,0.23
0.674,0.873,0.951613,0.24
0.195,0.617,0.927419,0.2
0.658,0.924,0.854839,0.23
0.157,0.48,0.959677,0.36
0.12,0.655,0.903226,0.24
0.616,0.492,0.91129,0.38
0.344,0.342,0.951613,0.5
0.889,0.56,0.532258,0.39
0.573,0.868,0.879032,0.13
0.848,0.891,0.790323,0.3
0.722,0.923,0.951613,0.56
0.914,0.703,0.870968,0.47
0.746,0.634,0.951613,0.44
0.247,0.092,0.709677,0.19
0.111,0.553,0.967742,0.42
0.498,0.64,0.854839,0.71
0.309,0.88,0.919355,0.28
0.064,0.694,0.870968,0.21
0.253,0.419,0.943548,0.63
0.107,0.801,0.91129,0.24
0.04,0.681,0.935484,0.09
0.424,0.96,0.927419,0.39
0.779,0.673,0.596774,0.69
0.316,0.799,0.967742,0.23
0.179,0.596,0.943548,0.19
0.585,0.481,0.766129,0.34
0.155,0.417,0.862903,0.16
0.124,0.545,0.935484,0.48
0.89,0.781,0.91129,0.55
0.299,0.907,0.935484,0.32
0.158,0.291,0.967742,0.45
0.579,0.943,0.967742,0.32
0.879,0.943,0.798387,0.5
0.865,0.963,0.870968,0.36
0.675,0.622,0.701613,0.18
0.685,0.178,0.774194,0.39
0.652,0.727,0.725806,0.46
0.778,0.393,0.959677,0.47
0.46,0.886,0.91129,0.19
0.35,0.396,0.556452,0.28
0.45,0.94,0.959677,0.36
0.795,0.656,0.862903,0.21
0.511,0.602,0.951613,0.36
0.536,0.756,0.919355,0.46
0.671,0.675,0.870968,0.33
0.176,0.491,0.959677,0.37
0.866,0.947,0.758065,0.09
0.4,0.505,0.782258,0.61
0.039,0.937,0.951613,0.18
0.406,0.872,0.951613,0.22
0.5,0.735,0.895161,0.34
0.1,0.993,0.870968,0.25
0.159,0.958,0.774194,0.36
0.581,0.438,0.612903,0.46
0.337,0.507,0.887097,0.59
0.756,0.942,0.959677,0.29
0.04,0.92,0.854839,0.64
0.153,0.832,0.790323,0.15
0.861,0.811,0.725806,0.25
0.46,0.657,0.83871,0.4
0.357,0.734,0.887097,0.25
0.915,0.883,0.822581,0.15
0.286,0.581,0.959677,0.42
0.482,0.704,0.854839,0.61
0.288,0.854,0.830645,0.26
0.352,0.598,0.935484,0.37
0.129,0.265,0.701613,0.26
0.703,0.921,0.895161,0.49
0.5,0.94,0.870968,0.22
0.436,0.909,0.822581,0.35
0.646,0.121,0.467742,0.42
0.145,0.499,0.766129,0.52
0.948,0.738,0.951613,0.1
0.505,0.991,0.943548,0.52
0.924,0.16,0.846774,0.12
0.296,0.958,0.951613,0.36
0.687,0.675,0.806452,0.6
0.506,0.848,0.846774,0.51
0.885,0.686,0.943548,0.38
0.456,0.701,0.879032,0.25
0.514,0.414,0.685484,0.48
0.171,0.101,0.935484,0.42
0.235,0.861,0.854839,0.1
0.217,0.39,0.895161,0.36
0.213,0.535,0.887097,0.44
0.093,0.468,0.959677,0.5
0.972,0.89,0.483871,0.43
0.81,0.632,0.524194,0.49
0.7,0.832,0.943548,0.72
0.648,0.473,0.91129,0.62
0.961,0.925,0.629032,0.17
0.344,0.872,0.91129,0.19
0.797,0.716,0.919355,0.14
0.632,0.844,0.895161,0.21
0.925,0.875,0.709677,0.42
0.32,0.356,0.967742,0.27
0.528,0.927,0.951613,0.28
0.054,0.731,0.887097,0.12
0.616,0.515,0.596774,0.56
0.758,0.663,0.967742,0.42
0.476,0.772,0.91129,0.5
0.363,0.098,0.951613,0.27
0.664,0.943,0.846774,0.24
0.84,0.987,0.967742,0.09
0.47,0.848,0.927419,0.56
0.488,0.714,0.903226,0.45
0.159,0.962,0.854839,0.05
0.065,0.865,0.927419,0.19
0.393,0.63,0.959677,0.58
0.539,0.994,0.967742,0.42
0.841,0.801,0.814516,0.42
0.949,0.84,0.887097,0.21
0.315,0.243,0.943548,0.37
0.467,0.722,0.903226,0.38
0.537,0.737,0.951613,0.55
0.352,0.402,0.959677,0.59
0.75,0.826,0.725806,0.35
0.152,0.11,0.887097,0.42
0.418,0.709,0.879032,0.31
0.964,0.705,0.959677,0.25
0.352,0.595,0.967742,0.45
0.214,0.746,0.830645,0.19
0.033,0.893,0.927419,0.49
0.032,0.146,0.943548,0.21
0.362,0.918,0.774194,0.28
0.369,0.507,0.870968,0.33
0.031,0.357,0.83871,0.06
0.209,0.938,0.919355,0.36
0.499,0.741,0.693548,0.25
0.348,0.449,0.879032,0.19
0.523,0.81,0.951613,0.36
0.156,0.662,0.951613,0.24
0.346,0.313,0.645161,0.56
0.863,0.702,0.645161,0.42
0.869,0.788,0.725806,0.63
0.343,0.694,0.927419,0.29
0.858,0.937,0.806452,0.32
0.691,0.878,0.951613,0.43
0.146,0.705,0.830645,0.08
0.178,0.47,0.943548,0.15
0.138,0.958,0.959677,0.39
0.329,0.58,0.903226,0.12
0.178,0.164,0.919355,0.33
0.031,0.941,0.959677,0.18
0.269,0.472,0.620968,0.23
0.928,0.609,0.935484,0.78
0.424,0.731,0.951613,0.4
0.705,0.814,0.951613,0.39
0.893,0.694,0.887097,0.22
0.625,0.69,0.862903,0.24
0.061,0.599,0.951613,0.45
0.544,0.489,0.959677,0.27
0.422,0.53,0.701613,0.21
0.393,0.888,0.943548,0.33
0.878,0.948,0.91129,0.68
0.709,0.976,0.782258,0.27
0.251,0.644,0.951613,0.73
0.28,0.977,0.919355,0.22
0.544,0.735,0.927419,0.67
0.334,0.99,0.83871,0.34
0.045,0.374,0.935484,0.25
0.748,0.84,0.959677,0.38
0.456,0.58,0.959677,0.32
0.243,0.73,0.862903,0.51
0.279,0.555,0.903226,0.32
0.367,0.493,0.959677,0.28
0.51,0.932,0.830645,0.47
0.715,0.643,0.959677,0.46
0.6,0.918,0.895161,0.53
0.247,0.411,0.766129,0.49
0.68,0.702,0.935484,0.22
0.182,0.027,0.467742,0.27
0.549,0.42,0.790323,0.25
0.072,0.482,0.959677,0.31
0.324,0.923,0.887097,0.2
0.093,0.568,0.903226,0.26
0.719,0.579,0.951613,0.64
0.097,0.046,0.766129,0.55
0.547,0.862,0.935484,0.52
0.757,0.645,0.943548,0.17
0.731,0.673,0.830645,0.31
0.288,0.155,0.459677,0.28
0.662,0.954,0.919355,0.07
0.268,0.038,0.790323,0.38
0.742,0.884,0.782258,0.33
0.786,0.335,0.516129,0.47
0.131,0.32,0.822581,0.16
0.318,0.523,0.943548,0.5
0.904,0.668,0.887097,0.52
0.433,0.695,0.959677,0.28
0.673,0.586,0.903226,0.25
0.155,0.662,0.895161,0.23
0.783,0.84,0.919355,0.39
0.463,0.364,0.967742,0.85
0.226,0.895,0.943548,0.36
0.101,0.616,0.959677,0.46
0.129,0.997,0.943548,0.18
0.839,0.653,0.798387,0.32
0.103,0.32,0.846774,0.17
0.315,0.447,0.733871,0.24
0.186,0.733,0.895161,0.27
0.918,0.631,0.927419,0.34
0.098,0.359,0.935484,0.39
0.502,0.898,0.903226,0.32
0.859,0.901,0.854839,0.14
0.736,0.702,0.790323,0.38
0.387,0.924,0.879032,0.23
0.784,0.993,0.927419,0.38
0.144,0.483,0.903226,0.24
0.043,0.347,0.870968,0.21
0.136,0.292,0.564516,0.13
0.515,0.41,0.645161,0.2
0.651,0.444,0.58871,0.43
0.938,0.942,0.91129,0.43
0.443,0.783,0.927419,0.24
0.251,0.998,0.83871,0.34
0.236,0.717,0.782258,0.37
0.174,0.136,0.959677,0.27
0.369,0.978,0.887097,0.33
0.099,0.989,0.919355,0.15
0.643,0.844,0.895161,0.4
0.088,0.915,0.943548,0.23
0.371,0.862,0.91129,0.36
0.152,0.519,0.846774,0.2
0.661,0.942,0.822581,0.3
0.276,0.892,0.862903,0.1
0.709,0.921,0.919355,0.43
0.195,0.428,0.951613,0.32
0.542,0.745,0.862903,0.42
0.181,0.574,0.887097,0.27
0.052,0.384,0.790323,0.4
0.429,0.659,0.943548,0.55
0.15,0.826,0.967742,0.17
0.479,0.276,0.443548,0.36
0.151,0.33,0.967742,0.38
0.919,0.924,0.91129,0.7
0.695,0.901,0.959677,0.54
0.546,0.978,0.943548,0.38
0.792,0.55,0.943548,0.28
0.583,0.925,0.951613,0.52
0.867,0.865,0.959677,0.54
0.169,0.261,0.91129,0.58
0.333,0.499,0.870968,0.56
0.347,0.572,0.798387,0.51
0.582,0.929,0.91129,0.67
0.268,0.902,0.879032,0.18
0.827,0.808,0.806452,0.19
0.898,0.869,0.798387,0.55
0.903,0.905,0.854839,0.27
0.75,0.53,0.741935,0.42
0.317,0.833,0.91129,0.4
0.085,0.341,0.959677,0.36
0.046,0.523,0.830645,0.47
0.965,0.797,0.83871,0.56
0.61,0.586,0.612903,0.31
0.458,0.887,0.935484,0.23
0.499,0.653,0.870968,0.27
0.559,0.834,0.943548,0.49
0.346,0.545,0.814516,0.63
0.922,0.671,0.741935,0.24
0.534,0.748,0.806452,0.35
0.638,0.301,0.959677,0.38
0.292,0.872,0.959677,0.49
0.433,0.474,0.580645,0.08
0.321,0.971,0.91129,0.31
0.646,0.908,0.935484,0.39
0.39,0.689,0.951613,0.26
0.904,0.855,0.814516,0.46
0.411,0.863,0.959677,0.55
0.492,0.261,0.741935,0.46
0.258,0.13,0.927419,0.4
0.662,0.686,0.653226,0.59
0.04,0.038,0.83871,0.44
0.393,0.578,0.935484,0.59
0.353,0.858,0.935484,0.29
0.374,0.315,0.935484,0.38
0.67,0.701,0.943548,0.2
0.051,0.473,0.967742,0.58
0.095,0.3,0.943548,0.31
0.076,0.267,0.959677,0.52
0.913,0.598,0.58871,0.73
0.398,0.193,0.709677,0.21
0.536,0.679,0.959677,0.66
0.393,0.935,0.951613,0.41
0.148,0.315,0.564516,0.32
0.247,0.641,0.967742,0.35
0.563,0.845,0.854839,0.33
0.2,0.627,0.83871,0.35
0.438,0.963,0.870968,0.37
0.237,0.55,0.943548,0.3
0.677,0.614,0.854839,0.12
0.284,0.967,0.959677,0.31
0.196,0.329,0.822581,0.32
0.316,0.706,0.951613,0.47
0.818,0.972,0.943548,0.18
0.371,0.93,0.879032,0.22
0.392,0.972,0.943548,0.42
0.459,0.979,0.903226,0.38
0.755,0.535,0.951613,0.3
0.285,0.792,0.903226,0.38
0.426,0.995,0.935484,0.27
0.907,0.878,0.846774,0.5
0.911,0.81,0.935484,0.29
0.08,0.808,0.903226,0.36
0.124,0.775,0.919355,0.19
0.455,0.658,0.653226,0.25
0.101,0.502,0.959677,0.21
0.437,0.755,0.943548,0.46
0.321,0.698,0.895161,0.5
0.138,0.787,0.66129,0.39
0.243,0.957,0.91129,0.43
0.359,0.922,0.959677,0.44
0.421,0.865,0.895161,0.48
0.755,0.716,0.879032,0.59
0.476,0.006,0.854839,0.41
0.075,0.974,0.862903,0.31
0.873,0.811,0.854839,0.33
0.271,0.509,0.879032,0.3
0.52,0.846,0.862903,0.24
0.296,0.951,0.895161,0.24
0.478,0.363,0.959677,0.26
0.375,0.959,0.83871,0.35
0.457,0.836,0.951613,0.32
0.911,0.659,0.733871,0.06
0.491,0.93,0.951613,0.67
0.712,0.598,0.967742,0.4
0.215,0.638,0.951613,0.28
0.452,0.986,0.766129,0.36
0.341,0.69,0.887097,0.26
0.241,0.268,0.798387,0.62
0.434,0.788,0.943548,0.41
0.361,0.903,0.862903,0.33
0.458,0.853,0.862903,0.19
0.478,0.593,0.943548,0.2
0.867,0.912,0.919355,0.49
0.056,0.213,0.782258,0.24
0.895,0.574,0.846774,0.35
0.147,0.914,0.951613,0.14
0.11,0.666,0.612903,0.41
0.442,0.469,0.903226,0.06
0.358,0.665,0.758065,0.42
0.525,0.973,0.596774,0.32
0.038,0.4,0.927419,0.16
0.469,0.626,0.879032,0.04
0.722,0.733,0.935484,0.55
0.56,0.704,0.951613,0.14
0.09,0.264,0.935484,0.32
0.372,0.961,0.806452,0.23
0.521,0.883,0.717742,0.44
0.143,0.418,0.927419,0.16
0.587,0.456,0.943548,0.68
